company,location,dates,job-title,summary,pros,cons,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count,language,cleaned_pros,cleaned_cons,sentiment_label
amazon,"Seattle, WA"," Nov 18, 2017",Current Employee - SDE1,A rewarding learning experience,1. Learn a lot 2. Diversity,Holidays and vacations are limited Social events almost doesn't exist,none,5.0,3.0,5.0,5.0,2.0,4.0,0,es,learn lot diversity,holiday and vacation are limited social event almost doesnt exist,NEU
amazon,none," Nov 16, 2017",Former Employee - Anonymous Employee,transportation,"good school, learn a lot",management not rewarding for hard work,none,4.0,3.0,3.0,3.0,3.0,3.0,0,es,good school learn lot,management not rewarding for hard work,POS
amazon,none," Nov 27, 2017",Current Employee - Anonymous Employee,sortation associate,It's a paycheck every week.,They work you like a slave,none,3.0,none,none,none,none,none,1,es,it paycheck every week,they work you like slave,NEU
amazon,"Garland, TX"," Nov 27, 2017",Current Employee - Fulfillment Associate,Fulfillment Associate,You only work about 4 hours a day.,"You only work 4 hours a day. :( , They make you stay later with no notice, have a really bad fire and hire rate.",Should pay more for the work done,2.0,1.0,2.0,2.0,1.0,1.0,0,es,you only work about hour day,you only work hour day they make you stay later with notice have really bad fire and hire rate,NEG
amazon,none," Nov 23, 2017",Former Employee - Anonymous Employee,Sorter,Good company. Nice new building. Hr lady lyed like a cheap rug.,They expect you to work a 5 hour shift and all you get is a 10 min break !! Also they expect you to sort 180 packages an hour. Or 3 a minute. Seasonal job. Quit after 3 days.,none,2.0,1.0,3.0,2.0,3.0,1.0,0,es,good company nice new building hr lady lyed like cheap rug,they expect you to work hour shift and all you get is min break also they expect you to sort package an hour or minute seasonal job quit after day,POS
amazon,none," Nov 6, 2017",Current Employee - Anonymous Employee,Associate,i like amazon has a good benefit good pay,"you have to work hard ,and 10 hours too longue",amazon should reduce time work from 1Ohours to 8hours,4.0,3.0,3.0,4.0,4.0,4.0,0,es,i like amazon good benefit good pay,you have to work hard and hour too longue,POS
amazon,"Seattle, WA"," Nov 10, 2017",Former Employee - Brand Specialist,Brand Specialist,Learned a lot more there than I have anywhere else.,Can be a toxic environment.,A bit more training.,3.0,2.0,3.0,5.0,4.0,4.0,0,es,learned lot more there than i have anywhere else,can be toxic environment,POS
amazon,"Seattle, WA"," Oct 20, 2017",Current Employee - Software Development Engineer,Software Development Engineer New Grad Review,Great Growth as a new grad.,"Virtually no perks, as a result employees feel alot less valued.",Free food and other perks would make me more motivated,4.0,2.0,2.0,4.0,2.0,3.0,0,es,great growth a new grad,virtually perk a result employee feel alot less valued,POS
amazon,"Lexington-Fayette, KY"," Oct 14, 2017",Former Employee - Order Picker,Order clerk,"A friendly environment, safety 1st,good pay",A nice place and people,none,5.0,5.0,5.0,5.0,5.0,5.0,0,es,friendly environment safety stgood pay,nice place and people,NEU
amazon,"Elizabeth, NJ"," Nov 14, 2017",Former Employee - Fresh Associate,Amazon Promotes people with bad behavior,Only a 4 hour shift Damn near anyone who applies can get a job here,Managers says sexual things and get away with it Ambassadors keep their job after multiple altercations and say discriminating things Then if you address a problem you have to HR the person you told hr on retaliates by getting you fired and Amazon is ok with that lol,Throw the whole of DEW2 in the garbage,1.0,1.0,1.0,1.0,2.0,1.0,3,es,only hour shift damn near anyone who applies can get job here,manager say sexual thing and get away with it ambassador keep their job after multiple altercation and say discriminating thing then if you address problem you have to hr the person you told hr on retaliates by getting you fired and amazon is ok with that lol,NEU
amazon,none," Oct 19, 2017",Former Employee - Anonymous Employee,Review for San Bernardino SNA5,It's nice if you like a job where you can stay active.,"The location I was hired at was ran like a prison. I worked at the sort center area scanning boxes and if I (or anyone else) stopped for a minute to ask another employee a question, a manager would be all over us telling us to get back to work. You're not allowed to use the restroom without asking a manager first. Sometimes they didn't have enough scanners around for all the employees, which was nerve-racking because we had a rate to meet every day and if we couldn't find a scanner we couldn't meet the rate. If a pallet of boxes fell over and we had to stop to re-stack them, we'd get asked by management later why we had ""time off task"" AKA we stopped scanning boxes for a few minutes. To put the icing on top of the cake, I was told that as a seasonal worker, if I showed up on time, didn't call off, and met my rate I would have the opportunity to become an official employee, not just seasonal. Never showed up late or called off (not once) and met my rate every day and still got let go after 3 months.","Remember that your staff, including the well underpaid managers, are human beings. I've worked at other Amazon warehouse locations and have been completely happy with them.",2.0,4.0,1.0,2.0,2.0,2.0,0,es,it nice if you like job where you can stay active,the location i wa hired at wa ran like prison i worked at the sort center area scanning box and if i or anyone else stopped for minute to ask another employee question manager would be all over u telling u to get back to work youre not allowed to use the restroom without asking manager first sometimes they didnt have enough scanner around for all the employee which wa nerveracking because we had rate to meet every day and if we couldnt find scanner we couldnt meet the rate if pallet of box fell over and we had to stop to restack them wed get asked by management later why we had time off task aka we stopped scanning box for few minute to put the icing on top of the cake i wa told that a seasonal worker if i showed up on time didnt call off and met my rate i would have the opportunity to become an official employee not just seasonal never showed up late or called off not once and met my rate every day and still got let go after month,POS
amazon,none," Nov 6, 2017",Former Employee - Anonymous Employee,amazon,a job but treated as a number,no advancement traffic young managers,none,1.0,1.0,1.0,1.0,1.0,1.0,1,es,job but treated a number,advancement traffic young manager,NEU
amazon,none," Sep 25, 2017",Current Employee - Enterprise Service Manager,Awesome place to make the future yours,"Amazon Web Services has a fast-moving, focused culture, where you can truly do great things","You will be working in an intense environment, with clear culture - it's not for everyone!",none,5.0,3.0,5.0,5.0,4.0,5.0,0,es,amazon web service fastmoving focused culture where you can truly do great thing,you will be working in an intense environment with clear culture it not for everyone,POS
amazon,"Seattle, WA"," Sep 29, 2017",Current Employee - Anonymous Employee,Software Development Engineer,Challenging work. You learn a lot,"Work life balance suffers from time to time. It is very team specific. I wish they gave more perks to the employees, like Google, Facebook and other companies. They follow the Frugality principle way to ardently.",none,3.0,3.0,3.0,4.0,3.0,3.0,0,es,challenging work you learn lot,work life balance suffers from time to time it is very team specific i wish they gave more perk to the employee like google facebook and other company they follow the frugality principle way to ardently,POS
amazon,none," Sep 14, 2017",Current Employee - Anonymous Employee,Good learning experiences,learned a lot while working there,top down nmanagement doesn't always allow growth,none,5.0,none,none,none,none,none,0,es,learned lot while working there,top down nmanagement doesnt always allow growth,POS
amazon,"Garland, TX"," Sep 13, 2017",Current Employee - Anonymous Employee,Awesome Company,Working 4hrs 5 days a week,"Working most holidays,but you get paid for major holidays.",Just be honest and upfront with employees and treat everyone fairly No Favoritism to certain employees.,4.0,4.0,3.0,4.0,4.0,3.0,0,es,working hr day week,working most holidaysbut you get paid for major holiday,NEU
amazon,none," Sep 12, 2017",Current Employee - Anonymous Employee,Amazon,Flexible Schedule can be used as a second job,Only Part-Time up to 20 hours or 25 hours,none,5.0,5.0,5.0,2.0,3.0,4.0,0,es,flexible schedule can be used a second job,only parttime up to hour or hour,NEU
amazon,"Edwardsville, IL"," Sep 22, 2017",Current Employee - Warehouse Associate,Better training employees,"Decent pay, Three days off a week.","Poor training, unrealistic expectations, minimal management support, lost my i9 information on three occasions.","Better training with hand scanners, don’t be so quick to give “write ups”",2.0,3.0,2.0,3.0,5.0,1.0,2,es,decent pay three day off week,poor training unrealistic expectation minimal management support lost my i information on three occasion,NEU
amazon,"Seattle, WA"," Sep 18, 2017",Former Employee - SDE2,SDE II,You can have a massive impact.,"Work life balance, company culture, etc...",none,3.0,1.0,1.0,3.0,3.0,3.0,0,es,you can have massive impact,work life balance company culture etc,POS
amazon,"Kenosha, WI"," Aug 31, 2017",Former Employee - Anonymous Employee,great job,great working job I never missed a day,I started as a seasonal employee,none,4.0,4.0,4.0,4.0,4.0,4.0,0,es,great working job i never missed day,i started a seasonal employee,POS
amazon,none," Aug 29, 2017",Former Employee - Anonymous Employee,warehouse,"Good hours, benefits after a year, work 5 days off 2,","Horrible hours, always gone durring holidays,too long of hours,not good pay for the work you do.",none,4.0,1.0,1.0,3.0,2.0,1.0,0,es,good hour benefit after year work day off,horrible hour always gone durring holidaystoo long of hoursnot good pay for the work you do,POS
amazon,none," Sep 5, 2017",Former Employee - Anonymous Employee,Warehouse Associate,Good benefits if you are a permanent worker,No benefits if you are a seasonal worker,none,3.0,1.0,1.0,1.0,1.0,1.0,0,es,good benefit if you are permanent worker,benefit if you are seasonal worker,POS
amazon,"Columbus, OH"," Sep 21, 2017",Former Employee - Anonymous Employee,Shipping,"They gave us a $2.50 raise while I was there, cause everyone else was making more than them","Thy won't listen to their employees when you have a problem, or if you tell them you can't work at one position but they put you there anyways. My biggest problem was the HR department at the disabuation center. I had a question about using my PTO and went to the HR ""office"" (can't really call it a office cause it just something they made up at there entrance). When I ask the question they look me up and notice I was clock in and told me to go to work and won't answer my question. When I call there 800 number they agree it was wrong of them to do what they did but didn't help me with solving that problem. Also when I put in my PTO I got it wrong and put in too much time for that day so for working 4 hours and use 10 hours of PTO.",listen to your employees!!!!!!,1.0,1.0,none,1.0,none,none,1,es,they gave u raise while i wa there cause everyone else wa making more than them,thy wont listen to their employee when you have problem or if you tell them you cant work at one position but they put you there anyways my biggest problem wa the hr department at the disabuation center i had question about using my pto and went to the hr office cant really call it office cause it just something they made up at there entrance when i ask the question they look up and notice i wa clock in and told to go to work and wont answer my question when i call there number they agree it wa wrong of them to do what they did but didnt help with solving that problem also when i put in my pto i got it wrong and put in too much time for that day so for working hour and use hour of pto,NEG
amazon,"Kent, WA"," Sep 4, 2017",Former Employee - Warehouse Associate,Nothing nice to say,Better than being homeless. It's a paycheck,"Everything, too much to list",none,1.0,1.0,1.0,1.0,1.0,1.0,1,es,better than being homeless it paycheck,everything too much to list,NEU
amazon,none," Aug 14, 2017",Former Employee - Anonymous Employee,"Tough, Physical Labor",Four days a week. Great health benefits.,"10 hour shifts. ""Surprise"" Overtime. Physical, on your feet all shift. Monotonous jobs. No work life balance.",Give your top performers more opportunities to grow with other functions. Rotate people cross-trained for other positions more often.,3.0,1.0,2.0,2.0,4.0,3.0,0,es,four day week great health benefit,hour shift surprise overtime physical on your foot all shift monotonous job work life balance,POS
amazon,"Los Angeles, CA"," Aug 5, 2017",Former Employee - Amazon Fresh Associate,Disappointed,Guaranteed work. Overtime always a plus. Clean work environment.,Poor treatment of employees. Lack of communication with HR and employees. Disorganized and chaotic. Needs restructuring from the top down. Forced worked shifts due to other employees taking personal time off. Unfair protocol with overtime and breaks.,Don't be robots. Listen to employee concerns.,2.0,1.0,1.0,1.0,1.0,1.0,6,es,guaranteed work overtime always plus clean work environment,poor treatment of employee lack of communication with hr and employee disorganized and chaotic need restructuring from the top down forced worked shift due to other employee taking personal time off unfair protocol with overtime and break,NEU
amazon,"West Sacramento, CA"," Aug 4, 2017",Former Employee - Warehouse Associate,Good pay but will work you to the bone.,- Constant hours - You can take a day off whenever you want as long as you have enough unpaid time off credits - Above minimum pay - No dress code - Part time benefits,"- Will work you to the bone, effort is not worth the pay - The better you are at the job, the harder it gets (you get more workload if manager finds out that you are good at the job) - Almost impossible expectations from management",none,2.0,1.0,1.0,none,4.0,2.0,6,es,constant hour you can take day off whenever you want a long a you have enough unpaid time off credit above minimum pay dress code part time benefit,will work you to the bone effort is not worth the pay the better you are at the job the harder it get you get more workload if manager find out that you are good at the job almost impossible expectation from management,NEU
amazon,none," Aug 4, 2017",Current Employee - Anonymous Employee,It depends what you're looking for...,"Good benefits, work 4 days a week","Terrible transparency, omits information in order to get you sucked in, 12 hour shifts with expected unpaid overtime work, results in bad impact on hourly associates","This job really depends on a person's personality, not their qualifications.",3.0,none,none,none,none,none,0,es,good benefit work day week,terrible transparency omits information in order to get you sucked in hour shift with expected unpaid overtime work result in bad impact on hourly associate,POS
amazon,none," Jul 19, 2017",Former Employee - Anonymous Employee,Warehouse Assocaite,4days a week 4hours a day,"there is not a fixed position you will be scanning packages one day and loading trucks the other day , and sometimes wrapping pallet",Ask people what role they want to take.,4.0,3.0,2.0,3.0,3.0,2.0,0,es,day week hour day,there is not fixed position you will be scanning package one day and loading truck the other day and sometimes wrapping pallet,NEU
amazon,"Hebron, KY"," Jul 18, 2017",Former Employee - Warehouse Associate,warehouse associate,Four ten hour shifts equaled a 4 day work week.,Too many chiefs not enough Indians. Everyone thinks they're in charge. It is absolute chaos during peak seasons. Little response from actual people in charge. They want nothing to do with any type of problem. Favoritism is widely used and just as widely recognized. A ton of rules. You and your time are micromanaged down to the millisecond. Not a place for the over 40 crowd.,"Do what I did, find a new place to work.",2.0,3.0,1.0,2.0,2.0,3.0,2,es,four ten hour shift equaled day work week,too many chief not enough indian everyone think theyre in charge it is absolute chaos during peak season little response from actual people in charge they want nothing to do with any type of problem favoritism is widely used and just a widely recognized ton of rule you and your time are micromanaged down to the millisecond not place for the over crowd,NEU
amazon,none," Aug 7, 2017",Current Employee - Dock Receiver,Working dogs,You get a pay check every 2 weeks,No one at Amazon cares about anyone. They pretend to care but quite frankly they work you like a dog.,"Sitting around watching employees and calling them, ""Your Kids"" is a bunch of crap",1.0,1.0,1.0,1.0,1.0,1.0,0,es,you get pay check every week,one at amazon care about anyone they pretend to care but quite frankly they work you like dog,NEU
amazon,"Jeffersonville, IN"," Aug 3, 2017",Current Employee - Warehouse Associate,Rubbish!,You get a pay check?,"Don't expect to learn anything on day one. PAs basically tell you how to do something then expect you to hit rate. Then you will approach you to discuss you progress, tell you what you're doing wrong, or vaguely point in the direction of the exits in case of emergency. This can also hinder rate so they close the conversations with ""just pick up the pace""... Not worth the pay. Advancement is completely political. Base employees are just scapegoats for upper screw-ups.",Train your employees. So some compassion to coworkers. Hold yourselves accountable for you own mistakes!,1.0,1.0,1.0,2.0,1.0,2.0,1,es,you get pay check,dont expect to learn anything on day one pa basically tell you how to do something then expect you to hit rate then you will approach you to discus you progress tell you what youre doing wrong or vaguely point in the direction of the exit in case of emergency this can also hinder rate so they close the conversation with just pick up the pace not worth the pay advancement is completely political base employee are just scapegoat for upper screwup,NEU
amazon,"Murfreesboro, TN"," Jul 11, 2017",Former Employee - Anonymous Employee,Inventory control,Learned a lot about inventory control,Favoritism among managers towards certain employees,none,2.0,3.0,2.0,4.0,4.0,2.0,0,es,learned lot about inventory control,favoritism among manager towards certain employee,POS
amazon,none," Jun 25, 2017",Former Employee - Anonymous Employee,Receive Stow,I made a couple new friends.,They are willing to hire a lot of people and then lay them off just as quick.,none,5.0,4.0,5.0,5.0,1.0,5.0,0,es,i made couple new friend,they are willing to hire lot of people and then lay them off just a quick,POS
amazon,"Garland, TX"," Jun 26, 2017",Current Employee - PT Shipping/Receiving Associate,PT Shipping/Receiving Associate,"Worked as a sorter, Climate controlled building, hours, constant workload, people are friendly , but can be annoying when pressure build up","deducting point system, quota for sorting, no chance of days off when holidays approaches.",none,2.0,1.0,2.0,2.0,2.0,2.0,0,es,worked a sorter climate controlled building hour constant workload people are friendly but can be annoying when pressure build up,deducting point system quota for sorting chance of day off when holiday approach,NEG
amazon,"Seattle, WA"," May 30, 2017",Current Employee - Catalog Specialist,Be a self motivator,"As long as you are a self motivator, you own your career path.",You get very little guidance on where to get resources for projects etc.,none,4.0,3.0,4.0,5.0,4.0,2.0,1,es,a long a you are self motivator you own your career path,you get very little guidance on where to get resource for project etc,POS
amazon,"Avenel, NJ"," Jun 5, 2017",Former Employee - Warehouse Worker,They suck,Its a job. I guess,Mandatory overtime is a killer.,none,3.0,2.0,2.0,3.0,2.0,2.0,1,es,it job i guess,mandatory overtime is killer,NEU
amazon,none," May 23, 2017",Current Employee - Senior Product Manager,Loving it,Your work matters Amazing culture Feels like a startup even if large company,Need to know/learn how to prioritize Can be intense,none,5.0,4.0,5.0,5.0,4.0,5.0,0,es,your work matter amazing culture feel like startup even if large company,need to knowlearn how to prioritize can be intense,POS
amazon,"Avenel, NJ"," Jun 5, 2017",Former Employee - Warehouse Worker,They suck,Its a job. I guess,Mandatory overtime is a killer.,none,3.0,2.0,2.0,3.0,2.0,2.0,1,es,it job i guess,mandatory overtime is killer,NEU
amazon,"San Marcos, TX"," May 26, 2017",Former Employee - Fulfillment Associate,amazon warehouse,Time off. Benefits. Provided food a few times,horrible management. Forced Overtime. High turnover rate,lower rates a little,2.0,3.0,2.0,2.0,4.0,2.0,3,es,time off benefit provided food few time,horrible management forced overtime high turnover rate,NEU
amazon,"Carlisle, PA"," May 5, 2017",Current Employee - Order Picker,"Not a career job, short term job",Laid back as long as you make rate. 3 days off a week.,"Long hours, 10 hour shifts.",Value your employees more.,4.0,3.0,3.0,1.0,5.0,3.0,1,es,laid back a long a you make rate day off week,long hour hour shift,NEU
amazon,none," May 7, 2017",Current Employee - Anonymous Employee,Eh,"good pay, good benefits, only work 4 days a week","long days, lots of mandatory overtime, repetitive work",none,4.0,5.0,4.0,5.0,5.0,5.0,0,es,good pay good benefit only work day week,long day lot of mandatory overtime repetitive work,NEU
amazon,none," Apr 24, 2017",Current Employee - Anonymous Employee,Dock crew,Don't feel like a warehouse job,It has it has the period that it's slow,none,4.0,3.0,4.0,4.0,3.0,4.0,0,es,dont feel like warehouse job,it it the period that it slow,NEG
amazon,none," Apr 19, 2017",Current Employee - Anonymous Employee,Great,Amazon was a great employer,I have nothing negative to say,none,5.0,5.0,5.0,5.0,5.0,5.0,0,es,amazon wa great employer,i have nothing negative to say,NEU
amazon,none," Apr 30, 2017",Current Employee - Anonymous Employee,its hard,"fast pace, performing stock, lear a lot","culture, lack of collaboration, selfishness",collaboration,2.0,1.0,2.0,2.0,3.0,2.0,0,es,fast pace performing stock lear lot,culture lack of collaboration selfishness,NEU
amazon,"Seattle, WA"," Apr 12, 2017",Current Employee - Software Development Manager,Amazon managers review,"Challenging work, like a startup",No perks in Amazon. Only paid salary,Keep doing the great things,5.0,5.0,5.0,5.0,5.0,5.0,0,es,challenging work like startup,perk in amazon only paid salary,NEU
amazon,"San Marcos, TX"," Apr 20, 2017",Current Employee - Warehouse Associate,Not all it's cracked up to be,"Great health insurance, only pay a small stipend a pay check, good leadership","Role diversity scarce, internal transfers require 60-90 days on the job, requirements to meet certain standards increase, chances of on-site injuries increase over time.","Allow associates to learn new job roles to let members become diverse in areas, allowing for more flexibility and reduces turn around rate on employees.",2.0,1.0,1.0,1.0,3.0,1.0,4,es,great health insurance only pay small stipend pay check good leadership,role diversity scarce internal transfer require day on the job requirement to meet certain standard increase chance of onsite injury increase over time,POS
amazon,none," Mar 24, 2017",Current Employee - Anonymous Employee,You get what you put in,They help you build a career,Long hours and a ton of walking.,none,5.0,4.0,4.0,5.0,3.0,4.0,0,es,they help you build career,long hour and ton of walking,POS
amazon,"Chicago, IL"," Apr 17, 2017",Former Employee - Fullfilment Associate,"AmazonFresh ORD 6 Woodale,IL Location SUCKS","Flexible Set Scheduling Options 5hr or 10hr shifts, typically 3 or 4 days a week",Too Many Bad Changes of Work Process Bully Co-worker Atmosphere Short or Cheated Out of Breaks Unrealistic Pick Rate of Work Poor Supervisors/Management No Music or Motivation No Holiday Pay for working on Holiday shifts - that is messed up,"Stop Playing Favorites with Employees, STOP TREATING ME LIKE A SLAVE DOG FOR YOUR MANAGEMENT BONUSES",1.0,1.0,1.0,1.0,1.0,1.0,3,es,flexible set scheduling option hr or hr shift typically or day week,too many bad change of work process bully coworker atmosphere short or cheated out of break unrealistic pick rate of work poor supervisorsmanagement music or motivation holiday pay for working on holiday shift that is messed up,NEU
amazon,"Fort Worth, TX"," Mar 21, 2017",Former Employee - Anonymous Employee,pacaking,benefit was a good one,standing for a long period,none,3.0,4.0,4.0,4.0,4.0,4.0,0,es,benefit wa good one,standing for long period,POS
amazon,"West Columbia, SC"," Mar 15, 2017",Former Employee - Order Picker,Horrible!,"You only work 4 days a week. Other than that, it's absolutely horrible! Don't even waste your time it's not worth it.","It is slave work. They monitor how fast you walk and say that you have to walk 2 steps per second. You walk for about 3 hours straight, then take a 15 min break. The 15 min break includes the time it take for you to walk away from your work area(which can be upstairs) and walk back from break to your work area(which can be upstairs) so really your break is only approximately 6-7 minutes. Also, they monitor how many items you pick and how fast you pick them but some items are high up on shelves and you need to get a ladder to pick items and sometimes bins are stuffed with items and you have to take everything out of a bin to get one small item. Lunch break is only 30 min and that includes the time it takes to walk from your work area and walk back from break. So really break is only 20 minutes. So for 10 hours a day for 4 days a week you're constantly walking on your feet. Your feet hurt horribly and even bleed most days.",Don't treat employees like slaves!,1.0,3.0,1.0,1.0,3.0,1.0,4,es,you only work day week other than that it absolutely horrible dont even waste your time it not worth it,it is slave work they monitor how fast you walk and say that you have to walk step per second you walk for about hour straight then take min break the min break includes the time it take for you to walk away from your work areawhich can be upstairs and walk back from break to your work areawhich can be upstairs so really your break is only approximately minute also they monitor how many item you pick and how fast you pick them but some item are high up on shelf and you need to get ladder to pick item and sometimes bin are stuffed with item and you have to take everything out of bin to get one small item lunch break is only min and that includes the time it take to walk from your work area and walk back from break so really break is only minute so for hour day for day week youre constantly walking on your foot your foot hurt horribly and even bleed most day,NEG
amazon,none," Feb 24, 2017",Former Employee - Anonymous Employee,Stower,No lay offs if you are a direct hire,Physically difficult. It's not unusual to walk ten or more miles a day,none,3.0,2.0,2.0,3.0,4.0,3.0,0,es,lay offs if you are direct hire,physically difficult it not unusual to walk ten or more mile day,NEU
amazon,none," Feb 8, 2017",Current Employee - Anonymous Employee,Full-time in Amazon,You can learn a lot.,Recruiting and HR do not help a lot.,none,4.0,4.0,5.0,5.0,4.0,4.0,0,es,you can learn lot,recruiting and hr do not help lot,POS
amazon,"South San Francisco, CA"," Feb 15, 2017","Former Employee - Shift Manager, Logistics",Amazon Logistics,"Great pay, great co-workers, learned a lot.","Long hours, no holiday's, schedule always changes, 24/7 operation",none,2.0,1.0,1.0,4.0,5.0,1.0,1,es,great pay great coworkers learned lot,long hour holiday schedule always change operation,POS
amazon,none," Feb 12, 2017",Former Employee - Anonymous Employee,Security,feed their employees a lot,if someone don't like you they'll find a way to get rid of you.,none,2.0,1.0,1.0,2.0,3.0,1.0,0,es,feed their employee lot,if someone dont like you theyll find way to get rid of you,NEU
amazon,none," Jan 23, 2017",Former Employee - Imaging Associate,Imaging Associate,"Good Environment , Learned a lot.",Nothing much to write about the cons,none,4.0,4.0,4.0,4.0,3.0,3.0,0,es,good environment learned lot,nothing much to write about the con,POS
amazon,"Edgerton, KS"," Feb 15, 2017",Current Employee - Fulfillment Associate,Slave,Not a damn thing at all.,This job is horrible. Working at a fast food restaurant is more dignified.,"Pay more, quit being heartless pieces of garbage, care about your employees.",1.0,1.0,1.0,1.0,3.0,1.0,1,es,not damn thing at all,this job is horrible working at fast food restaurant is more dignified,NEG
amazon,"Seattle, WA"," Jan 6, 2017",Current Employee - QA Engineer,Good and hard,"Lots to learn, exposed to opportunities, good people around, t h a t I s a l l no mo re to sa y","Stress work, poor work life balance, poor employee benefit. T h a t I. S a l l n I m I r e t I s a y",none,4.0,2.0,4.0,5.0,3.0,4.0,1,es,lot to learn exposed to opportunity good people around t h t i s l l mo re to sa,stress work poor work life balance poor employee benefit t h t i s l l n i m i r t i s,POS
amazon,"Austin, TX"," Feb 7, 2017",Current Employee - Prime Now Associate,No Pay Amazon UTX2,Seemed like a nice part-time job processing prime now orders,Did not pay me or others I started with and made excuses as to why they could not pay me for my work saying my information was not in the system.Basically ripped me off. I worked for free and they don't care.,Pay your employees and maybe people won't quit all of the time.,1.0,1.0,1.0,1.0,1.0,1.0,9,es,seemed like nice parttime job processing prime now order,did not pay or others i started with and made excuse a to why they could not pay for my work saying my information wa not in the systembasically ripped off i worked for free and they dont care,POS
amazon,none," Jan 2, 2017",Current Employee - Seasonal Customer Service Representative,CSR,"Work from home, 4 days a week",You have to work one day on the weekend,Management does a great job of communicating expectations and of looking out for their employees.,5.0,5.0,5.0,5.0,1.0,5.0,0,es,work from home day week,you have to work one day on the weekend,NEU
amazon,"San Bernardino, CA"," Jan 28, 2017",Former Employee - Associate,Worst Job Ever,I met some very good people at Associate level. Managers were a very different story.,Cut throat environment. Favoritism. Discrimination.,Afford opportunities to ALL Associates-not just your favorites.,1.0,2.0,1.0,1.0,2.0,1.0,0,es,i met some very good people at associate level manager were very different story,cut throat environment favoritism discrimination,POS
amazon,none," Dec 17, 2016",Current Employee - Anonymous Employee,Sr TPM,"Fun, making history, learning a lot","Overwhelming, busy, Long working hours sometimes",none,4.0,3.0,3.0,5.0,none,4.0,0,es,fun making history learning lot,overwhelming busy long working hour sometimes,POS
amazon,none," Dec 14, 2016",Current Employee - Anonymous Employee,What you hear,Big Company Fast Growing Can be a Long term Job,Mostly politics Growth is possible mostly if you beat people over the head with what you know Pay is lower than market rate,Pay market rate,2.0,1.0,4.0,2.0,2.0,2.0,0,es,big company fast growing can be long term job,mostly politics growth is possible mostly if you beat people over the head with what you know pay is lower than market rate,NEU
amazon,"Lexington-Fayette, KY"," Dec 4, 2016",Current Employee - Warehouse Deals,shipping/slam,many hours/overtime 60 hours a week,can be a very demanding job- seem under valued as an employee pay could be greater for job work expectedof you morale is bad false hopes,increase wage make management more available for new hires too many chiefs no one seems to know whats going on have to relocate out of state to get the good job advancement passive/aggressive-new hires get large bonus and decent pay(15 hr. $600 bonus for doing same work-we all should retain that rate,3.0,1.0,2.0,2.0,2.0,1.0,2,es,many hoursovertime hour week,can be very demanding job seem under valued a an employee pay could be greater for job work expectedof you morale is bad false hope,NEU
amazon,"Seattle, WA"," Nov 6, 2016",Former Employee - Seasonal Fulfillment Associate,Amazon Prime Now Associate,Friendly- Coworkers Good working environment Friendly Managers Decent wage as a part-time job Flexible schedule,"If you easily get tired of doing same repetitive work every day, you may find this job quite boring.",none,5.0,5.0,5.0,3.0,4.0,4.0,0,es,friendly coworkers good working environment friendly manager decent wage a parttime job flexible schedule,if you easily get tired of doing same repetitive work every day you may find this job quite boring,NEU
amazon,"Haslet, TX"," Oct 18, 2016",Former Employee - Area Manager,It's a job,It's a job. Good benefits but that's it.,Poor management. Poor HR. Poor everything,Be better than the management that is there .,3.0,1.0,4.0,2.0,4.0,1.0,0,es,it job good benefit but thats it,poor management poor hr poor everything,NEU
amazon,none," Oct 14, 2016",Former Employee - Anonymous Employee,Only do it if you have to,Nice co-workers Only work 4 days a week,Terrible management Terrible HR team 15 minute breaks are not long enough for 10 shifts,Give employees a raise. We did the most work out of everyone in the building and get nothing for it. Treat them with the most respect because the facility would be nothing if they didn't show up for work.,2.0,1.0,1.0,3.0,3.0,1.0,2,es,nice coworkers only work day week,terrible management terrible hr team minute break are not long enough for shift,NEU
amazon,none," Oct 1, 2016",Current Employee - Anonymous Employee,Good company,1. learn a lot 2. nice coworker,No free lunch No free soda,,5.0,5.0,3.0,5.0,5.0,3.0,0,es,learn lot nice coworker,free lunch free soda,POS
amazon,none," Nov 5, 2016",Former Employee - Loader,Bad place,Great if you don't have a life,Terrible place to work for anybody,none,1.0,1.0,1.0,1.0,1.0,1.0,0,es,great if you dont have life,terrible place to work for anybody,NEG
amazon,none," Sep 26, 2016",Former Employee - Anonymous Employee,Financial Analyst Internship,"Fun team, learn a lot, real-world experience (no fake hand-holding internship).","Long hours, only salary (no matter how many hours you work a week, you get paid the same), you only get to experience one team.",none,4.0,none,none,none,none,none,0,es,fun team learn lot realworld experience fake handholding internship,long hour only salary matter how many hour you work week you get paid the same you only get to experience one team,POS
amazon,"Concord, NC"," Sep 30, 2016",Former Employee - Warehouse Associate,"Great company, poor management","tasks are mundane, only 4 hours a day, absentee policy","pay, management can be annoying",Evaluate the situation beofre barking orders.,2.0,5.0,5.0,1.0,3.0,2.0,2,es,task are mundane only hour day absentee policy,pay management can be annoying,NEU
amazon,none," Sep 20, 2016",Former Employee - Anonymous Employee,amazon prime now,"Easy work, they hire anyone who can pass a drug test",Not enough hours to be worth the time or hard work you put in while there,full-time shifts,3.0,none,none,none,none,none,1,es,easy work they hire anyone who can pas drug test,not enough hour to be worth the time or hard work you put in while there,NEU
